"","Brand","Variety","Style","Country","Stars","Top.Ten","perc_salt"
"272","Nissin","Cup Noodles Big Seafood Flavour","Cup","Hong Kong",4,"",18.9150794910831
"273","Fantastic","Noodles Chicken Chow Mein Flavour","Cup","Australia",4,"",19.9392142333494
"274","Ottogi","Ramyun Sabor Pollo","Pack","Mexico",4,"",20.2312558635625
"275","Nissin","Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles","Cup","Hong Kong",4,"",21.2206443014646
"276","Ajinatori","Chicken Flavor Ramen","Pack","Japan",4,"",21.3918067788946
"277","Maggi","2 Minute Noodles Masala Spicy","Pack","India",5,"",17.7911816156898
"278","Maruchan","Sopa Maruchan Sobar A Camaron","Pack","Mexico",3,"",18.9005578181271
"279","Nissin","Yakisoba","Tray","Japan",5,"",18.015142653755
"280","Suimin","Noodle With Oriental Chicken Flavour","Cup","Australia",3,"",17.7689883894574
"281","Nissin","Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle","Pack","Hong Kong",4,"",21.1803146616461
"282","Cintan","Mi Segera Mmm... Original","Pack","Malaysia",3,"",19.7819946450904
"283","Nissin","Cup Noodles Spicy Chile Chicken (New Recipe)","Cup","USA",4,"",21.0671725827855
"284","Chuan Wei Wang","Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor","Bowl","China",3,"",20.3139592343587
"285","Suimin","Noodles With Chicken Flavour","Cup","Australia",3,"",18.0487134088933
"286","Nissin","Cup Noodles Seafood","Cup","China",4,"",18.5248667600786
"287","Sapporo Ichiban","Tabimen AizuKitakata Gyokai Shoyu Ramen","Bowl","Japan",4,"",18.8253592353042
"288","Nissin","Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle","Pack","Hong Kong",5,"",19.0884400548517
"289","Sichuan Baijia","Chongqing Noodles Spicy Hot Flavor","Pack","China",5,"",18.638778602171
"290","Samyang Foods","Buldak Bokkummyun Cheese Flavor","Pack","South Korea",4,"",21.1093525120021
"291","Nissin","Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle","Pack","Hong Kong",5,"",18.78945539288
"292","Myojo","Shin Toyama Black Ramen","Bowl","Japan",4,"",20.5981885878859
"293","Nissin","Cup Noodles Tom Yum Goong Flavour","Cup","Hong Kong",4,"",19.4982238297217
"294","Master Kong","Artificial Abalone Crab Flavor Instant Noodle","Pack","China",0,"",5.12676208948383
"295","Kamfen","Noodle King Artificial Abalone And Chicken Soup Flavored","Bowl","Hong Kong",4,"",19.0118182349174
"296","Fantastic","Noodles Beef Flavour","Cup","Australia",3,"",17.8754271872509
"297","Nissin","Korean Kimchi Flavour Vermicelli","Cup","Hong Kong",4,"",20.2923960874014
"298","Nissin","Raoh Pork Bone Soy Soup Noodle","Pack","Japan",5,"",18.1707443877771
"299","Samyang Foods","Gold Jjamppong Fried Noodle","Pack","South Korea",5,"",17.3327527372473
"300","Nissin","Demae Iccho Red Hot Seafood Flavour Instant Noodle","Cup","Hong Kong",4,"",20.6634428894815
"301","Sichuan Baijia","Chongqing Noodles Hot & Sour Flavor","Pack","China",4,"",18.3337349475724
"302","Nissin","Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle)","Bowl","Hong Kong",5,"",17.5094548961229
"303","Nissin","Raoh Tantanmen","Pack","Japan",5,"",19.1453346960117
"304","Goku-Uma","Ramen Noodles Soy Sauce Flavor","Bowl","USA",3,"",19.8553904293757
"305","Nissin","Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe)","Cup","USA",3,"",19.4583532408583
"306","JML","Hot & Sour Beef Noodles","Pack","China",4,"",19.5663714692986
"307","Suimin","Noodles With Braised Beef Flavour","Cup","Australia",4,"",22.0068127316971
"308","Uni-President","A Q Bucket Noodle Korean Kimchi Flavor","Bowl","Taiwan",4,"",19.2570302435628
"309","Nissin","Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle)","Bowl","Hong Kong",4,"",21.2108266157445
"310","Sichuan Baijia","Chongqing Noodles Burning Dry Noodles","Pack","China",5,"",19.643725039826
"311","Samyang Foods","Fresh Bibimmyun Fried Noodle","Pack","South Korea",4,"",18.3282084561416
"312","Wai Wai","Instant Noodles Veg Masala Flavour","Pack","India",4,"",19.9613473504448
"313","Nissin","Nupasta Neapolitan Flavour Instant Noodle","Pack","Hong Kong",5,"",18.0625568683238
"314","Shirakiku","Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base","Pack","USA",2,"",17.0987596102487
"315","Nissin","Disney Cuties Instant Noodle Crab Flavour","Cup","Thailand",4,"",19.5186482746184
"316","Nissin","Cup Noodles Rich Soft Shelled Turle Soup","Cup","Japan",3,"",19.6527565289155
"317","Unif Tung-I","Instant Vegetarian Beehoon Rice Vermicelli","Pack","Taiwan",1,"",11.3106149536988
"318","Sichuan Baijia","Broad Noodle Artificial Beef Flavor Hot Pot","Pack","China",4,"",19.6856971935306
"319","Dream Kitchen","Curry Flavour Instant Noodles","Cup","USA",5,"",19.4493609684845
"320","Tablemark","Tohokuno Aji Yonezawa Ramen","Bowl","Japan",4,"",18.8010278444541
"321","Uni-President","Science Noodle (X'Mas Edition)","Pack","Taiwan",5,"",18.1067875620279
"322","Farmer's Heart","Pho Beef Flavor Vietnamese Rice Noodle Soup","Bowl","USA",3.75,"",19.5650425838716
"323","Kamfen","Instant Wonton Noodles Scallop Lobster Soup Flavour","Bowl","Hong Kong",4.3,"",18.5406917739132
"324","Fuku","Tom Yam Soup Instant Noodle","Pack","Hong Kong",2.3,"",17.2848097795954
"325","Goku-Uma","Ramen Noodles Artificially Flavored Tonkotsu","Bowl","USA",3,"",20.2404831732564
"326","Daikoku","Hiroshima Flavor Yakisoba","Tray","Japan",5,"",18.4892433548785
"327","Nissin","Disney Cuties Instant Noodle Seaweed Flavour","Cup","Thailand",3,"",19.1363521534086
"328","Singa-Me","Instant Noodles Mi Goreng Flavour","Cup","Australia",4,"",20.084216406964
"329","New Touch","Sugomen Sano Ramen","Bowl","Japan",5,"",18.960007908775
"330","Ottogi","Ramyon Sabor Y Camaron","Pack","Mexico",4,"",21.0000750133311
"331","Nissin","Demae Iccho Spicy XO Sauce Seafood Flavour","Pack","Hong Kong",4,"",19.3748208629368
"332","Love Cook","Sun Dried Noodle - Fruity Soy Bean Paste","Pack","Taiwan",4,"",20.3807933659102
"333","Nongshim","Shin Noodle Soup","Cup","USA",5,"",17.6211451653886
"334","Nissin","Sapporo Noukou Miso Ramen","Bowl","Japan",5,"",17.6022670293111
"335","Dream Kitchen","Soy Sauce","Cup","USA",4,"",20.2638402034344
"336","Nissin","Vietnamese Chicken Coriander Flavour Vermicelli","Cup","Hong Kong",4,"",19.4285582560438
"337","Kang Shi Fu","Artificial Spicy Beef Flavour","Pack","Hong Kong",4,"",22.2396961794679
"338","Nissin","Cup Noodles Black Pepper Crab Flavour","Cup","Hong Kong",4,"",20.9289620534624
"339","Great Value","Beef Style Noodles With Vegetables","Cup","Canada",3,"",19.8123409329683
"340","Fuku","Spicy Soup Instant Noodle Beef Flavour","Pack","Hong Kong",4,"",20.2947498983885
"341","Wang","Rice Noodle Anchovy Flavor","Bowl","South Korea",3,"",18.8080928249121
"342","Nissin","Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe)","Cup","USA",4,"",19.2968484477841
"343","Asian Thai Foods","Rumpum Gundruk Flavour","Pack","Nepal",1,"",12.4662993458614
"344","Nissin","Cup Noodle Light+ Bagna Cauda","Cup","Japan",5,"",18.4191203743056
"345","Maruchan","Gotsumori Koku Tonkotsu Ramen","Bowl","Japan",4,"",20.1238641870161
"346","Fashion Food","Tom Yum Shrimp Creamy Flavour Instant Noodles","Bowl","Thailand",4,"",22.6011075597524
"347","Paldo","Bibim Men","Bowl","South Korea",5,"",17.1832796597664
"348","Nissin","Cup Noodles Milk Seafood Flavour","Cup","Hong Kong",4,"",20.3416622248458
"349","Nissin","Spicy Chikin Donburi","Bowl","Japan",5,"",17.9523834124701
"350","Fantastic","Noodle Chicken Flavour","Cup","Australia",4,"",20.6485824836617
"351","Marutai","Kuroma-Yu Tonkotsu Kumamoto Ramen","Pack","Japan",4,"",20.7578816432116
"352","Kang Shi Fu","Artificial Beef With Sauerkraut Flavour","Pack","Hong Kong",4,"",20.6124192161384
"353","Nissin","Raoh Shoyu Ramen","Bowl","Japan",5,"",19.5050495474556
"354","Maruchan","Ramen Noodle Soup Sriracha Chicken Flavor","Pack","USA",4,"",20.6235644580486
"355","Nagatanien","Hiyashi Soba Taidashi Goma","Pack","Japan",3,"",19.3402545548973
"356","Fuku","Bowl Chicken Flavour Instant Rice Vermicelli","Bowl","Hong Kong",4,"",21.2672323481919
"357","Wai Wai","X-Press Flavour Of Pizza In Noodles Proprietary Food","Pack","India",4,"",20.4180374243295
"358","KOKA","Rice Noodles Fragrant Chicken Pho Ga Flavour","Pack","Singapore",4,"",20.9786266961741
"359","Nyor Nyar","Vegetarian Penang White Curry","Pack","Malaysia",5,"",19.8335607029776
"360","Nissin","Cup Noodle Seafood","Cup","Japan",5,"",18.1167930827356
"361","Paldo","Budae Jjigae","Pack","South Korea",5,"",16.8273412953777
"362","Fantastic","Noodles Crispy Bacon Flavour","Cup","Australia",1,"",12.8912287761558
"363","Tseng Noodles","Spicy Braised Pork Flavor","Pack","Taiwan",4,"",20.806883578701
"364","Nissin","Demae Ramen Spicy Seafood Flavour Instant Noodle","Pack","Hong Kong",5,"",16.3640026008585
"365","A-Sha Dry Noodle","Chow Mein Spicy Flavor","Tray","Taiwan",3,"",18.5723297936431
"366","Myojo","Mee Goreng Spicy Flavour","Pack","Singapore",5,"",18.588453299429
"367","Sapporo Ichiban","Tabimen Nagasaki Chanpon","Bowl","Japan",4,"",20.9502646140659
"368","Acecook","Oh! Ricey Pork Flavour","Pack","Vietnam",4,"",20.6291737003201
"369","Paldo","Bul Jjamppong","Pack","South Korea",4,"",18.7474749175856
"370","Nissin","Disney Cuties Instant Noodle Roast Pork Flavour","Cup","Thailand",3,"",19.8536063120527
"371","Morre","Instant Noodles Masala","Pack","Pakistan",4,"",20.4125550966892
"372","Nissin","Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle","Pack","Hong Kong",5,"",18.5763653842431
"373","Roland","Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base","Pack","USA",0,"",5.07289027696071
"374","Nissin","Big Cup Noodles Tonkotsu Flavour","Cup","Hong Kong",3,"",18.7781719445327
"375","Nissin","Deka Buto Kuro M-yu Tonkotsu","Bowl","Japan",5,"",19.4107202513285
"376","Maruchan","Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen","Bowl","USA",4,"",20.0552288588801
"377","Nissin","Cup Noodles Sabor Galinha Caipira","Cup","Brazil",4,"",20.8486705018132
"378","Nongshim","Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor","Bowl","USA",4,"",18.3453275896195
"379","Nissin","Nupasta Vongole Flavour Instant Noodle","Cup","Hong Kong",4,"",18.9141699816306
"380","Mr. Lee's Noodles","Penang Chicken Curry Laksa","Cup","UK",2,"",15.2577629184763
"381","Mr. Lee's Noodles","Shaolin Monk Vegetables","Cup","UK",5,"",17.5943697445408
"382","Mr. Lee's Noodles","Tai Chi Chicken","Cup","UK",3,"",20.3430491959873
"383","Mr. Lee's Noodles","Dragon Fire Mushroom","Cup","UK",3,"",19.0321145495403
"384","Mr. Lee's Noodles","Hong Kong Street Beef","Cup","UK",5,"",17.1166245016667
"385","Mr. Lee's Noodles","Warrior Fighting Shrimp","Cup","UK",3.3,"",20.608103152577
"386","Nissin","Gyorai Inaniwa Chuka Soba","Bowl","Japan",5,"",18.7524307138118
"387","Fuku","Chicken Flavour Instant Noodle","Pack","Hong Kong",4,"",20.8973540775045
"388","Knorr","Chicken Flavored Instant Noodles","Pack","Pakistan",3,"",19.653221291424
"389","Nyor Nyar","Penang White Curry Instant Noodle","Pack","Malaysia",5,"",20.3640198974205
"390","Choumama","XO Scallops Sauce Dry Noodles","Pack","Taiwan",4,"",19.3030723054124
"391","Myojo","Barikata Noukou Tonkotsu Shoyu","Bowl","Japan",4.75,"",19.5197131232903
"392","Nissin","Demae Ramen Sesame Oil Flavour Cup","Cup","Hong Kong",4,"",21.127650927269
"393","Singa-Me","Instant Noodles Chicken Flavour","Cup","Australia",2.5,"",17.9819324721746
"394","Pulmuone","Non-Fried Ramyun Noodle (Crab Flavor)","Pack","South Korea",5,"",19.8755312401719
"395","Master Kong","Assorted Seafood Noodles","Pack","China",4,"",18.2250903788882
"396","Nissin","Raoh Hot & Sour Ramen","Pack","Japan",5,"",18.4213863228183
"397","President Rice","Coriander Instant Rice Noodles","Bowl","Thailand",2.75,"",20.2260841962604
"398","MAMA","Instant Rice Noodles Moo Nam Tok Flavour","Pack","Thailand",3.5,"",21.464572041663
"399","MAMA","Instant Rice Vermicelli Clear Soup","Pack","Thailand",3.5,"",19.4825322389668
"400","MAMA","Instant Rice Noodles Chicken Flavour","Pack","Thailand",4,"",19.4728780055165
"401","MAMA","Pho Ga Rice Noodles With Artificial Chicken Flavour","Bowl","Thailand",3,"",19.3894901914738
"402","MAMA","Oriental Kitchen Instant Rice Vermicelli In Gravy","Pack","Thailand",5,"",18.9733883883343
"403","MAMA","Instant Tom Yam Rice Noodles","Pack","Thailand",4,"",19.0746460938067
"404","MAMA","Instant Rice Noodles Vegetable Flavour","Pack","Thailand",4,"",22.2861596568043
"405","MAMA","Instant Rice Vermicelli Yentafo Tom Yam Mohfai","Pack","Thailand",5,"",19.6560971444228
"406","MAMA","Instant Flat Noodles Clear Soup","Pack","Thailand",4,"",18.9359230137869
"407","MAMA","Cup Rice Noodles Tom Saab Flavour","Cup","Thailand",5,"",17.1619453710374
"408","MAMA","Instant Rice Noodles Stew Beef Flavour","Pack","Thailand",4,"",19.9665160058639
"409","MAMA","Instant Rice Noodles Phnom Penh Style","Pack","Thailand",4,"",19.2657382943139
"410","MAMA","Instant Flat Noodles Tom Yam Flavour","Pack","Thailand",4,"",19.6570168152967
"411","Maruchan","Ramen Noodle soup Mushroom Flavor","Pack","USA",4,"",21.2499645988371
"412","Happy Family","Vegetable Flavour Instant Noodles","Pack","Singapore",4,"",19.9454128282559
"413","Tseng Noodles","Rice Noodle Shallot With Braised Pork Flavor","Pack","Taiwan",5,"",17.7615887444646
"414","Great Value","Vegetable Flavour Noodles With Vegetables","Cup","Canada",3,"",18.7029135053496
"415","JML","Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage","Pack","China",4,"",22.7900967191853
"416","Suimin","Noodles With Hot & Spicy Flavour","Cup","Australia",3,"",19.9179103690679
"417","Tseng Noodles","Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor","Pack","Taiwan",5,"",18.6332944356426
"418","Nissin","Piritto Karakuchi Tantan Udon","Bowl","Japan",4,"",21.2950276305359
"419","Tseng Noodles","Rice Noodle Seafood Laksa Flavour","Pack","Taiwan",5,"",19.6851271180874
"420","Nongshim","Chal Bibim Myun","Pack","South Korea",5,"",18.9869277833173
"421","Menraku","Japanese Yakisoba Umami Sauce","Bowl","Japan",5,"",18.6111294483505
"422","La Moderna","Sazon Casero Sopa Con Tomate Y Sabor Pollo","Pack","Mexico",3,"",18.1511973968301
"423","A-Sha Dry Noodle","Chow Mein Original Flavor","Tray","Taiwan",5,"",19.1345373662402
"424","Master Kong","Artificial Mushroom Chicken Flavor Instant Noodle","Pack","China",4,"",20.0788650744938
"425","A-Sha Dry Noodle","Chow Mein Oyster Sauce BBQ Flavor","Tray","Taiwan",2,"",16.5647892380785
"426","Jingqi","Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce","Pack","Taiwan",4,"",20.2921724443666
"427","Jingqi","Black Eyes Bean Original Noodle With Sesame Sauce","Pack","Taiwan",4,"",19.3399989684114
"428","Jingqi","Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce","Pack","Taiwan",4,"",18.2424642060151
"429","Jingqi","Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce","Pack","Taiwan",5,"",17.686766043558
"430","Jingqi","Aloe Vera Guan Mian Original Noodle With Sesame Sauce","Pack","Taiwan",5,"",17.2361722072343
"431","Jingqi","Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce","Pack","Taiwan",3,"",20.7581770510385
"432","Jingqi","Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce","Pack","Taiwan",5,"",18.1936617681649
"433","Jingqi","Black Eyes Bean Pumpkin Noodles With Basil Sauce","Pack","Taiwan",5,"",18.9319920707752
"434","Maruchan","Instant Lunch Pork Flavor Ramen Noodles With Vegetables","Cup","USA",3,"",19.7381343829529
"435","Sapporo Ichiban","Kun Ramen Sumo-kuchikin (Smoked Chicken)","Bowl","Japan",3,"",19.6241553244582
"436","Dream Kitchen","Tonkotsu","Cup","USA",3,"",20.3697988394823
"437","Nissin","Lamen Sabor Picanha","Pack","Brazil",4,"",19.9709273194283
"438","Thien Houng Foods","Lemon Chicken Flavour Instant Noodles","Pack","Vietnam",3,"",20.5741247551454
"439","Maruchan","Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen","Bowl","USA",4,"",20.255605172109
"440","Nissin","Men Shokunin Kaoruyasai Shio","Bowl","Japan",5,"",19.9261328400176
"441","Wang","Rice Noodle Seafood Flavour","Bowl","South Korea",5,"",20.4182680762273
"442","Fuku","Superior Soup Instant Noodles (Mfg in Thailand)","Pack","Hong Kong",4,"",19.4495777345559
"443","Fuku","Superior Soup Instant Noodles (Mfg in Vietnam)","Pack","Hong Kong",4,"",22.2455157018237
"444","Nissin","Demae Ramen Spicy Curry Flavour Instant Noodles","Pack","Hong Kong",4,"",18.7342542190058
"445","Nissin","Demae Ramen Roast Beef Flavour Instant Noodles","Pack","Hong Kong",4,"",19.8323792154557
"446","Doll","Instant Noodle Supreme Abalone And Chicken Flavour","Pack","Hong Kong",2,"",16.3418083522104
"447","Four Seas","Chicken Flavour Instant Noodle","Pack","Hong Kong",4,"",18.5233334833754
"448","Nissin","Kimchi Chikin Ramen Donburi","Bowl","Japan",5,"",17.2489847104778
"449","Maruchan","Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup","Cup","USA",5,"",18.4071836889049
"450","Myojo","Mee Goreng Thai Tom Yum Flavour","Pack","Singapore",4,"",19.9200006794133
"451","Kang Shi Fu","Artificial Salted Beef With Mushrooms Flavour","Pack","Hong Kong",4,"",19.1199784000448
"452","CarJEN","Hot & Spicy Dry Curry With Chives Soup","Pack","Malaysia",5,"",18.1202926331934
"453","Sapporo Ichiban","Taimeiken Yousyoku Yasangatsukutta Omumen","Cup","Japan",4,"",19.3478171646815
"454","Suimin","Noodles With Chicken & Sweet Corn Flavour","Cup","Australia",2.25,"",17.9674496862034
"455","Nissin","Mennippon Oumi Chanpon","Bowl","Japan",5,"",19.6367604130907
"456","Happy Family","Curry Flavour Instant Noodles","Pack","Singapore",4,"",21.6628346781897
"457","7 Select","Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup","Bowl","Thailand",3.5,"",19.1823340957855
"458","Nissin","Cup Noodles Tom Yum Shrimp Sabb Flavour","Cup","Thailand",5,"",17.960670690565
"459","Nissin","Chilli Noodles Stir Fried Holy Basil Flavour","Pack","Thailand",5,"",19.9882898180457
"460","Nissin","Instant Noodles Moo Manao Flavour","Pack","Thailand",4,"",18.4632383601966
"461","Nissin","Super Tom Yum Shrimp","Cup","Thailand",3.5,"",20.5118391496354
"462","Nissin","Cup Noodles Minced Pork Flavour","Cup","Thailand",3.5,"",19.059945777429
"463","Nissin","Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour","Cup","Thailand",3.25,"",21.5336033531054
"464","7 Select","Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup","Bowl","Thailand",4,"",20.3893145067716
"465","Nissin","Instant Noodles Tom Yum Shrimp Saab Flavour","Pack","Thailand",4,"",17.9660883505806
"466","Nissin","Cup Noodles Moo Manao Flavour","Cup","Thailand",4,"",18.7922085986931
"467","Nissin","Instant Noodles Minced Pork Flavour","Pack","Thailand",3.5,"",19.6249687041846
"468","Nissin","Cup Noodles Seafood Creamy Flavour","Cup","Thailand",4,"",18.2154465803682
"469","Nissin","Chilli Noodles Spicy Tom Yum Flavour","Pack","Thailand",4,"",19.1685471064741
"470","Nissin","Cup Noodles Chilli Crab Flavour","Cup","Hong Kong",3.75,"",19.9371400889041
"471","Great Value","Vegetarian Flavour Ramen Noodles","Pack","Canada",3,"",18.8697049870989
"472","Oni Hot Pot","Tuna With Shallot Flavor Noodle","Pack","Taiwan",4.3,"",19.0736213811508
"473","Weh Lih","GGE Noodle Snack Wheat Crackers Original Ramen","Pack","Taiwan",1,"",11.9229579533136
"474","Nissin","Lamen Sabor Frango Assado Com Toque De Limao","Pack","Brazil",4.5,"",21.2446997821418
"475","Itomen","Onion Flavor Shoyu Ramen","Pack","Japan",3.5,"",19.3927422165949
"476","Maruchan","Ramen Noodle Soup Chicken Tortilla Flavor","Pack","USA",3,"",18.2154432594905
"477","Wang","Rice Noodle Kimchi Flavor","Bowl","South Korea",4,"",19.4181599026354
"478","Roland","Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base","Pack","USA",0,"",5.69990603936582
"479","Nissin","Cup Noodles Singapore Laksa","Cup","Japan",5,"",18.4723857328931
